id,first_name,last_name,degree,school,department,hire_year,hire_date,salary,country
1208,Nora,Moore,MBA,SCU,Engineering,2010,2010-06-25,118357,USA
1209,Lily,Miller,PHD,Stanford,Data Science,2024,2024-08-03,194376,USA
1210,Nora,Walker,MS,SCU,Accounting,2025,2025-02-23,129372,MEXICO
1211,Nora,Jackson,MBA,ISU,Business,2022,2022-05-05,184365,SPAIN
1212,Alexander,Wright,MS,MIT,Engineering,2009,2009-06-22,173406,MEXICO
1213,Michael,Parker,PHD,ISU,Data Science,2008,2008-11-15,195709,CANADA
1214,Amelia,Allen,PHD,ISU,Accounting,2010,2010-10-02,165505,ITALY
1215,Amelia,Lopez,PHD,Harvard,Bio Informatics,2024,2024-06-22,145384,FRANCE
1216,Mia,Evans,MS,MIT,Computer Science,2005,2005-02-17,158256,USA
1217,Violet,Mitchell,PHD,Harvard,Bio Informatics,2004,2004-05-18,195168,FRANCE
1218,James,Walker,PHD,Harvard,Data Science,2013,2013-08-06,146241,USA
1219,Layla,Davis,PHD,Stanford,Engineering,2021,2021-06-06,118560,CANADA
1220,Sofia,Evans,MS,MIT,Computer Science,2007,2007-09-12,184579,USA
1221,Benjamin,Jones,PHD,MIT,Accounting,2008,2008-10-30,158038,GERMANY
1222,Emma,Thompson,PHD,SCU,Business,2007,2007-07-03,185076,MEXICO
1223,Logan,Walker,MBA,ISU,Engineering,2005,2005-06-16,101717,USA
1224,Isabella,Mitchell,PHD,Stanford,Bio Informatics,2019,2019-12-16,163068,CANADA
1225,Henry,Wright,MD,MIT,Accounting,2012,2012-08-17,126919,MEXICO
1226,Alexander,Hernandez,PHD,Stanford,Bio Informatics,2007,2007-05-03,136382,MEXICO
1227,Lily,Campbell,PHD,ISU,Business,2022,2022-06-16,182865,ITALY
1228,Mason,Moore,MBA,Harvard,Accounting,2004,2004-12-31,153856,FRANCE
1229,Sophia,Flores,PHD,MIT,Accounting,2004,2004-11-06,163826,SPAIN
1230,Liam,Jackson,PHD,Harvard,Business,2015,2015-11-25,193238,FRANCE
1231,Grace,Johnson,PHD,MIT,Accounting,2010,2010-07-09,142345,GERMANY
1232,Alexander,Baker,MS,Stanford,Accounting,2004,2004-04-30,169866,MEXICO
1233,Aurora,Rodriguez,PHD,Stanford,Accounting,2014,2014-11-28,175188,SPAIN
1234,Hannah,Garcia,MD,Harvard,Computer Science,2025,2025-02-13,135890,USA
1235,Noah,Thompson,PHD,Harvard,Data Science,2024,2024-05-24,131580,GERMANY
1236,Aiden,Lee,MBA,Harvard,Data Science,2001,2001-05-21,180785,FRANCE
1237,Liam,Sanchez,PHD,SCU,Engineering,2017,2017-11-06,101886,FRANCE
1238,Aurora,Robinson,MS,SCU,Business,2005,2005-02-03,130556,USA
1239,Isabella,Campbell,PHD,Harvard,Business,2004,2004-07-22,106534,USA
1240,Benjamin,Perez,PHD,Stanford,Engineering,2025,2025-06-12,127877,UK
1241,Wyatt,Taylor,MS,MIT,Accounting,2002,2002-08-26,127693,UK
1242,Harper,Nelson,MS,SCU,Bio Informatics,2002,2002-03-13,128305,UK
1243,Benjamin,Brown,MS,MIT,Data Science,2015,2015-07-10,123420,CANADA
1244,Aurora,Jackson,PHD,SCU,Business,2011,2011-02-12,177716,CANADA
1245,Hazel,Harris,PHD,MIT,Business,2016,2016-01-06,170113,MEXICO
1246,Daniel,Jackson,MD,MIT,Computer Science,2000,2000-06-14,189089,SPAIN
1247,Zoe,Scott,MS,Harvard,Computer Science,2010,2010-09-11,151685,GERMANY
1248,Elijah,Walker,MS,Stanford,Computer Science,2015,2015-01-27,158663,FRANCE
1249,Benjamin,Evans,MD,Harvard,Bio Informatics,2024,2024-11-14,185836,CANADA
1250,Sebastian,Jones,MBA,Harvard,Computer Science,2009,2009-11-30,108026,MEXICO
1251,Stella,Green,PHD,SCU,Engineering,2011,2011-09-08,102863,SPAIN
1252,Harper,Flores,MS,ISU,Accounting,2003,2003-04-10,142730,USA
1253,Emily,Anderson,MS,ISU,Engineering,2005,2005-06-14,155595,UK
1254,Amelia,Adams,PHD,SCU,Accounting,2004,2004-01-12,192088,UK
1255,Henry,Evans,MS,MIT,Engineering,2005,2005-01-19,129253,CANADA
1256,Chloe,Ramirez,PHD,Stanford,Engineering,2003,2003-08-19,154407,SPAIN
1257,Layla,Davis,PHD,Stanford,Business,2002,2002-06-22,164868,FRANCE
1258,Leo,Johnson,PHD,ISU,Accounting,2003,2003-12-16,106354,FRANCE
1259,Riley,Lopez,PHD,MIT,Computer Science,2014,2014-09-22,133090,USA
1260,Abigail,Hill,MD,Harvard,Accounting,2000,2000-01-08,184980,MEXICO
1261,Amelia,Robinson,MS,ISU,Data Science,2016,2016-02-17,131353,SPAIN
1262,Nora,Smith,MS,ISU,Engineering,2024,2024-12-17,185251,GERMANY
1263,Logan,Parker,MS,Stanford,Accounting,2015,2015-08-04,120727,FRANCE
1264,Benjamin,Garcia,MS,SCU,Business,2008,2008-11-26,181082,CANADA
1265,Hannah,Martin,PHD,Stanford,Computer Science,2003,2003-08-15,129493,SPAIN
1266,Riley,Hill,PHD,Harvard,Bio Informatics,2009,2009-09-10,185487,CANADA
1267,Violet,Walker,PHD,Stanford,Bio Informatics,2004,2004-09-19,132842,ITALY
1268,James,Evans,PHD,ISU,Accounting,2024,2024-10-30,117612,ITALY
1269,Grace,Perez,MS,ISU,Business,2015,2015-11-24,147874,FRANCE
1270,Evelyn,Flores,PHD,SCU,Bio Informatics,2017,2017-02-22,167040,GERMANY
1271,Chloe,Taylor,MS,Stanford,Bio Informatics,2015,2015-09-27,103649,GERMANY
1272,Benjamin,King,PHD,MIT,Accounting,2015,2015-06-12,122746,FRANCE
1273,Emma,Campbell,PHD,Stanford,Business,2013,2013-08-01,192252,ITALY
1274,Hazel,Anderson,MS,Stanford,Data Science,2023,2023-11-05,163828,USA
1275,Riley,Lewis,MS,ISU,Engineering,2024,2024-03-08,113951,FRANCE
1276,Emily,Moore,PHD,SCU,Data Science,2013,2013-12-16,170236,UK
1277,Jack,Campbell,MS,ISU,Bio Informatics,2012,2012-10-25,133104,SPAIN
1278,Aiden,Moore,MBA,Harvard,Bio Informatics,2013,2013-09-20,165668,SPAIN
1279,Henry,Wilson,MS,ISU,Engineering,2007,2007-11-30,122323,GERMANY
1280,Abigail,Johnson,PHD,MIT,Computer Science,2015,2015-03-19,105139,SPAIN
1281,Sebastian,Campbell,PHD,MIT,Engineering,2012,2012-10-06,144869,SPAIN
1282,Violet,Davis,MBA,SCU,Engineering,2016,2016-10-15,197898,ITALY
1283,Layla,Walker,MBA,Harvard,Business,2022,2022-04-19,111361,CANADA
1284,Grace,Evans,MBA,MIT,Bio Informatics,2002,2002-02-26,199705,SPAIN
1285,Grace,Baker,PHD,ISU,Data Science,2005,2005-05-05,121927,UK
1286,Elena,Garcia,MS,ISU,Data Science,2024,2024-01-07,194191,ITALY
1287,Victoria,Moore,PHD,SCU,Computer Science,2007,2007-05-22,173835,SPAIN
1288,Nora,Baker,MD,SCU,Data Science,2024,2024-12-22,114814,SPAIN
1289,Liam,Clark,MBA,MIT,Engineering,2021,2021-06-12,196735,USA
1290,Zoe,White,MS,SCU,Accounting,2019,2019-01-04,163322,ITALY
1291,Aurora,Perez,MD,Stanford,Computer Science,2014,2014-10-15,179258,FRANCE
1292,Aiden,Lopez,MS,Harvard,Computer Science,2008,2008-12-04,116402,FRANCE
1293,Nora,Rodriguez,MD,Stanford,Engineering,2024,2024-05-26,148330,GERMANY
1294,Hannah,Perez,MD,ISU,Data Science,2023,2023-05-15,167982,MEXICO
1295,Riley,Hernandez,MBA,Stanford,Bio Informatics,2009,2009-01-07,135089,SPAIN
1296,Jack,Sanchez,MBA,SCU,Business,2011,2011-12-06,144766,CANADA
1297,Michael,Johnson,MS,SCU,Business,2010,2010-05-08,198623,SPAIN
1298,James,Allen,MS,ISU,Business,2021,2021-05-07,194130,FRANCE
1299,Zoe,White,MD,Stanford,Business,2012,2012-05-11,179221,ITALY
1300,Emily,Young,MBA,SCU,Engineering,2007,2007-08-05,132158,FRANCE
1301,Violet,Jackson,MS,Stanford,Data Science,2023,2023-02-01,117985,FRANCE
1302,Henry,Robinson,MS,Harvard,Business,2005,2005-07-03,173021,CANADA
1303,Aiden,Rodriguez,MBA,SCU,Accounting,2005,2005-03-10,164622,GERMANY
1304,Amelia,Evans,PHD,MIT,Accounting,2012,2012-07-26,137441,FRANCE
1305,Sophia,Garcia,MS,ISU,Engineering,2013,2013-02-09,131452,GERMANY
1306,Aria,Smith,PHD,Stanford,Engineering,2018,2018-07-06,112774,GERMANY
1307,Elijah,Wilson,MS,MIT,Computer Science,2007,2007-06-11,182912,GERMANY
1308,Mia,Green,MS,SCU,Engineering,2010,2010-08-18,149063,USA
1309,Aiden,Jones,MS,Harvard,Engineering,2007,2007-11-16,171905,UK
1310,Abigail,Young,PHD,Stanford,Engineering,2001,2001-01-18,165985,UK
1311,Isabella,Wright,MS,Harvard,Data Science,2024,2024-01-28,147706,CANADA
1312,Aurora,Baker,PHD,Harvard,Data Science,2024,2024-12-10,151005,GERMANY
1313,Isabella,Lopez,PHD,SCU,Bio Informatics,2018,2018-07-11,173399,CANADA
1314,Nora,Moore,MS,MIT,Bio Informatics,2020,2020-09-08,164796,USA
1315,Lily,Thomas,PHD,SCU,Business,2003,2003-12-18,174713,UK
1316,Hazel,Parker,MS,MIT,Engineering,2018,2018-11-09,172335,FRANCE
1317,Lillian,Campbell,PHD,Harvard,Data Science,2001,2001-04-29,112738,CANADA
1318,Alexander,Jackson,PHD,Harvard,Engineering,2004,2004-12-28,170975,MEXICO
1319,Wyatt,Rodriguez,PHD,Stanford,Business,2007,2007-12-27,146750,SPAIN
1320,Ella,Lee,PHD,Harvard,Engineering,2023,2023-05-14,117582,FRANCE
1321,Abigail,Carter,PHD,Stanford,Bio Informatics,2006,2006-07-23,160784,GERMANY
1322,Abigail,Hernandez,PHD,SCU,Engineering,2024,2024-11-05,186191,SPAIN
1323,Nora,Miller,MBA,MIT,Business,2015,2015-03-22,132887,GERMANY
1324,Aria,Miller,PHD,MIT,Business,2016,2016-07-09,100336,MEXICO
1325,Hannah,Taylor,MBA,Stanford,Business,2024,2024-09-04,186991,GERMANY
1326,Logan,Nelson,MS,Stanford,Bio Informatics,2015,2015-02-21,130450,UK
1327,Lily,Evans,MBA,Harvard,Data Science,2001,2001-01-17,194861,CANADA
1328,James,Gonzalez,PHD,ISU,Engineering,2010,2010-09-06,100921,SPAIN
1329,Liam,Carter,MBA,MIT,Bio Informatics,2006,2006-03-11,199750,CANADA
1330,Evelyn,Williams,PHD,Harvard,Computer Science,2010,2010-04-06,122524,ITALY
1331,Layla,Wright,MBA,MIT,Computer Science,2000,2000-07-20,117042,FRANCE
1332,Alexander,Gonzalez,PHD,Harvard,Engineering,2024,2024-09-12,160006,ITALY
1333,Harper,Hernandez,PHD,SCU,Business,2011,2011-07-09,169152,GERMANY
1334,Grace,Sanchez,MS,ISU,Accounting,2010,2010-01-03,139397,CANADA
1335,Stella,Mitchell,MD,Stanford,Computer Science,2007,2007-08-19,186662,SPAIN
1336,Jack,Martinez,MBA,Stanford,Engineering,2007,2007-03-14,110950,USA
1337,Evelyn,Sanchez,PHD,MIT,Bio Informatics,2015,2015-11-17,151722,GERMANY
1338,Abigail,Baker,MS,MIT,Accounting,2023,2023-12-14,145088,ITALY
1339,Chloe,Martin,MBA,MIT,Accounting,2021,2021-03-06,147982,FRANCE
1340,Mason,Green,MBA,MIT,Engineering,2010,2010-03-12,152310,FRANCE
1341,Abigail,Evans,MS,ISU,Data Science,2025,2025-01-12,109202,FRANCE
1342,Olivia,Adams,PHD,Stanford,Bio Informatics,2011,2011-07-22,176214,UK
1343,Sebastian,Flores,MS,MIT,Engineering,2023,2023-12-18,133877,USA
1344,Victoria,Walker,MS,MIT,Bio Informatics,2022,2022-01-29,114904,SPAIN
1345,Amelia,Baker,MS,Stanford,Engineering,2018,2018-02-06,197896,ITALY
1346,Jack,Flores,MS,ISU,Bio Informatics,2018,2018-12-12,153191,MEXICO
1347,Mason,Jackson,PHD,SCU,Bio Informatics,2007,2007-02-11,111959,SPAIN
1348,Michael,Robinson,PHD,Harvard,Bio Informatics,2003,2003-11-20,121510,USA
1349,Ava,Taylor,MBA,SCU,Bio Informatics,2021,2021-09-03,116648,USA
1350,Emma,Clark,MS,ISU,Engineering,2005,2005-12-18,160683,FRANCE
1351,Wyatt,Davis,PHD,SCU,Bio Informatics,2004,2004-10-27,185894,USA
1352,Leo,Parker,MD,MIT,Business,2020,2020-07-23,132556,CANADA
1353,Lucas,Jackson,MS,Harvard,Computer Science,2007,2007-06-03,132796,FRANCE
1354,Liam,Torres,MS,MIT,Bio Informatics,2010,2010-03-30,179363,GERMANY
1355,Aurora,Allen,MS,Stanford,Accounting,2012,2012-08-15,166137,USA
1356,Riley,Jones,MS,MIT,Accounting,2020,2020-02-19,170823,GERMANY
1357,Lillian,Smith,MBA,MIT,Accounting,2022,2022-04-26,144579,USA
1358,Olivia,Lee,MS,ISU,Data Science,2017,2017-04-21,146694,MEXICO
1359,Noah,Taylor,MBA,Stanford,Computer Science,2007,2007-08-07,175977,CANADA
1360,Ella,Parker,PHD,MIT,Engineering,2024,2024-03-16,119607,USA
1361,Jack,Flores,PHD,ISU,Data Science,2016,2016-01-17,155856,ITALY
1362,Hannah,Garcia,MD,MIT,Engineering,2011,2011-12-14,145207,FRANCE
1363,Aria,Moore,MD,Stanford,Bio Informatics,2007,2007-02-14,120401,MEXICO
1364,Logan,Torres,PHD,ISU,Bio Informatics,2014,2014-03-05,191232,MEXICO
1365,Emily,Evans,MS,SCU,Computer Science,2010,2010-06-10,133234,CANADA
1366,Emma,Martin,PHD,Harvard,Bio Informatics,2014,2014-04-23,113937,USA
1367,Isabella,Hill,PHD,ISU,Engineering,2009,2009-09-03,162875,CANADA
1368,Zoe,Scott,PHD,ISU,Data Science,2000,2000-05-19,169943,FRANCE
1369,Alexander,Green,PHD,Harvard,Bio Informatics,2011,2011-09-08,103783,UK
1370,Mason,Miller,MS,Stanford,Engineering,2006,2006-01-25,197247,GERMANY
1371,Henry,Hill,PHD,Harvard,Bio Informatics,2008,2008-11-29,193307,UK
1372,Aria,Nguyen,PHD,Stanford,Data Science,2022,2022-01-28,167380,FRANCE
1373,Jack,Johnson,PHD,SCU,Bio Informatics,2001,2001-03-29,181415,CANADA
1374,Aria,Carter,MD,MIT,Computer Science,2022,2022-01-21,177507,ITALY
1375,Harper,Sanchez,PHD,Harvard,Accounting,2023,2023-01-14,125056,UK
1376,Elijah,Perez,PHD,ISU,Accounting,2010,2010-03-18,150441,GERMANY
1377,Noah,Moore,PHD,Stanford,Data Science,2011,2011-05-30,111099,FRANCE
1378,Stella,Brown,MD,SCU,Engineering,2000,2000-03-27,191651,UK
1379,Riley,King,MS,Harvard,Engineering,2011,2011-06-28,196643,FRANCE
1380,Sophia,Parker,PHD,SCU,Bio Informatics,2021,2021-04-26,171542,UK
1381,Zoe,Nguyen,PHD,Stanford,Business,2001,2001-12-25,186657,GERMANY
1382,Lillian,Walker,MS,ISU,Engineering,2002,2002-04-13,196751,SPAIN
1383,Layla,Martin,PHD,ISU,Business,2005,2005-06-11,143437,GERMANY
1384,Lily,Young,MS,MIT,Bio Informatics,2017,2017-09-11,178124,GERMANY
1385,Mia,Harris,MD,Harvard,Business,2008,2008-12-23,156832,UK
1386,Elena,Carter,PHD,MIT,Data Science,2024,2024-12-27,115555,UK
1387,Ella,Robinson,MBA,Stanford,Accounting,2022,2022-08-24,103775,GERMANY
1388,Sophia,Ramirez,MS,MIT,Business,2024,2024-07-17,162897,USA
1389,Victoria,Lewis,MBA,Harvard,Accounting,2015,2015-05-17,113353,ITALY
1390,Benjamin,Moore,MS,MIT,Bio Informatics,2004,2004-06-06,165732,UK
1391,Lillian,King,MS,Stanford,Business,2002,2002-12-10,179465,CANADA
1392,Olivia,Thomas,PHD,Stanford,Business,2024,2024-03-07,176312,UK
1393,Leo,Gonzalez,PHD,ISU,Accounting,2025,2025-02-19,191711,USA
1394,Lily,Young,MS,MIT,Computer Science,2004,2004-07-07,151061,MEXICO
1395,Victoria,Scott,MS,Harvard,Accounting,2007,2007-08-08,174976,CANADA
1396,Alexander,King,PHD,SCU,Computer Science,2016,2016-03-25,106386,CANADA
1397,Grace,Jones,MS,SCU,Engineering,2016,2016-06-25,121128,MEXICO
1398,Ethan,Evans,PHD,Harvard,Computer Science,2001,2001-03-20,134670,GERMANY
1399,Daniel,Garcia,MS,ISU,Computer Science,2002,2002-03-22,135108,FRANCE
1400,Sophia,Lee,PHD,Harvard,Data Science,2000,2000-09-08,170886,FRANCE
1401,Aria,Jones,MD,Stanford,Data Science,2018,2018-08-14,153594,SPAIN
1402,Olivia,Campbell,PHD,MIT,Engineering,2021,2021-10-01,115754,SPAIN
1403,Sebastian,Robinson,PHD,Stanford,Business,2015,2015-06-08,137450,MEXICO
1404,Ella,Perez,PHD,MIT,Data Science,2021,2021-02-09,100700,ITALY
1405,Abigail,Robinson,MD,MIT,Computer Science,2021,2021-07-12,167707,ITALY
1406,Emily,Baker,MS,ISU,Computer Science,2008,2008-01-14,187924,UK
1407,Lillian,Baker,MS,Stanford,Bio Informatics,2003,2003-05-05,160957,FRANCE
1408,Evelyn,Martinez,MS,SCU,Data Science,2014,2014-11-28,130276,SPAIN
1409,Abigail,Carter,PHD,MIT,Business,2008,2008-03-16,189183,FRANCE
1410,Alexander,Rodriguez,PHD,SCU,Bio Informatics,2010,2010-03-13,150104,USA
1411,Chloe,Miller,PHD,Stanford,Computer Science,2020,2020-06-17,174671,MEXICO
1412,Sophia,Nelson,PHD,SCU,Engineering,2004,2004-02-03,133120,SPAIN
1413,Evelyn,Anderson,MS,MIT,Bio Informatics,2017,2017-07-02,114280,GERMANY
1414,Lillian,Hernandez,MD,Stanford,Data Science,2003,2003-12-29,195460,FRANCE
1415,Layla,Jones,MS,SCU,Business,2000,2000-06-01,137812,USA
1416,Ella,Taylor,MS,MIT,Engineering,2021,2021-09-01,135213,UK
1417,Elijah,Martin,MS,ISU,Data Science,2025,2025-05-02,142204,MEXICO
1418,Aiden,Garcia,PHD,SCU,Business,2015,2015-01-31,196629,SPAIN
1419,Noah,Harris,MS,SCU,Data Science,2024,2024-03-31,113004,ITALY
1420,Zoe,Perez,PHD,ISU,Accounting,2002,2002-07-18,194810,CANADA
1421,Harper,Williams,PHD,Stanford,Bio Informatics,2006,2006-11-28,101457,FRANCE
1422,Emma,Campbell,PHD,Stanford,Accounting,2023,2023-04-22,137252,SPAIN
1423,Emily,Mitchell,PHD,MIT,Bio Informatics,2017,2017-06-06,181222,MEXICO
1424,Ava,Clark,PHD,SCU,Engineering,2002,2002-12-24,127101,UK
1425,Liam,Flores,PHD,Stanford,Computer Science,2012,2012-05-14,104072,USA
1426,Layla,Scott,MD,MIT,Accounting,2011,2011-12-20,189309,GERMANY
1427,Ava,Lopez,PHD,Stanford,Accounting,2022,2022-03-25,161384,GERMANY
1428,Stella,Clark,MS,MIT,Engineering,2024,2024-07-12,190457,USA
1429,Riley,Allen,PHD,Stanford,Accounting,2005,2005-08-21,154689,MEXICO
1430,Nora,Thompson,MS,MIT,Bio Informatics,2009,2009-07-29,150750,GERMANY
1431,Aiden,Garcia,MS,MIT,Computer Science,2017,2017-01-11,131347,GERMANY
1432,Alexander,Harris,PHD,Harvard,Engineering,2014,2014-05-04,181656,GERMANY
1433,James,Mitchell,MS,Stanford,Bio Informatics,2000,2000-06-04,167042,GERMANY
1434,Lily,White,PHD,Harvard,Bio Informatics,2001,2001-07-22,154280,SPAIN
1435,Riley,Harris,MBA,Harvard,Accounting,2022,2022-05-26,160926,ITALY
1436,Hannah,Walker,PHD,Stanford,Bio Informatics,2014,2014-04-23,175126,SPAIN
1437,Evelyn,Adams,PHD,Harvard,Data Science,2009,2009-06-03,192227,SPAIN
1438,James,Thompson,PHD,ISU,Business,2009,2009-10-08,188603,MEXICO
1439,Chloe,Jackson,PHD,ISU,Business,2012,2012-04-29,150422,FRANCE
1440,Abigail,Perez,PHD,SCU,Accounting,2004,2004-05-02,173053,FRANCE
1441,Chloe,Walker,MS,Harvard,Business,2006,2006-08-11,136638,ITALY
1442,Daniel,Nguyen,MBA,Stanford,Bio Informatics,2015,2015-03-27,103718,UK
1443,Lillian,Moore,MD,Harvard,Engineering,2019,2019-04-22,128596,UK
1444,Ethan,Ramirez,PHD,Stanford,Data Science,2002,2002-12-20,116486,USA
1445,James,Allen,PHD,ISU,Accounting,2015,2015-10-20,137248,FRANCE
1446,Michael,Carter,MS,MIT,Computer Science,2000,2000-05-11,146895,USA
1447,Layla,Mitchell,MS,SCU,Engineering,2005,2005-09-01,187251,FRANCE
1448,Olivia,Martinez,PHD,Stanford,Data Science,2023,2023-04-24,159441,MEXICO
1449,Sofia,Jackson,PHD,ISU,Business,2009,2009-02-27,188593,CANADA
1450,Sophia,Walker,MS,MIT,Bio Informatics,2025,2025-08-13,196733,CANADA
1451,Emily,Johnson,MS,MIT,Business,2010,2010-01-02,101501,MEXICO
1452,Ava,Martinez,MS,MIT,Computer Science,2010,2010-05-29,161539,UK
1453,Emily,Wright,PHD,Stanford,Engineering,2007,2007-04-21,160931,GERMANY
1454,Henry,Thompson,MBA,ISU,Data Science,2007,2007-07-25,127075,CANADA
1455,Ella,Harris,MS,Harvard,Bio Informatics,2007,2007-04-02,110387,MEXICO
1456,Jack,Martinez,PHD,MIT,Data Science,2014,2014-08-08,155644,CANADA
1457,Liam,Nguyen,PHD,Harvard,Engineering,2012,2012-11-03,187786,USA
1458,Elena,Brown,MS,Harvard,Bio Informatics,2005,2005-02-17,192963,GERMANY
1459,Victoria,Brown,MS,MIT,Business,2021,2021-08-14,197110,MEXICO
1460,Evelyn,Clark,MBA,MIT,Computer Science,2004,2004-09-04,190076,USA
1461,Benjamin,Taylor,MBA,ISU,Data Science,2023,2023-07-31,119109,ITALY
1462,Alexander,Green,PHD,Harvard,Data Science,2016,2016-02-06,181017,UK
1463,Mia,Smith,PHD,ISU,Bio Informatics,2024,2024-07-29,149590,CANADA
1464,Hannah,Clark,PHD,SCU,Business,2022,2022-02-18,122024,ITALY
1465,Henry,Jones,MBA,Harvard,Accounting,2011,2011-10-12,140456,CANADA
1466,Liam,Martin,MBA,Harvard,Engineering,2015,2015-07-27,180982,ITALY
1467,Sebastian,Green,PHD,SCU,Bio Informatics,2018,2018-05-12,151941,SPAIN
1468,Mason,Lopez,MS,Stanford,Data Science,2019,2019-09-03,105426,SPAIN
1469,Michael,Mitchell,MS,SCU,Accounting,2008,2008-09-24,112527,MEXICO
1470,Stella,Johnson,PHD,Harvard,Business,2007,2007-11-17,161755,MEXICO
1471,Lily,Davis,PHD,Harvard,Computer Science,2020,2020-07-10,103566,FRANCE
1472,Aurora,Walker,PHD,Stanford,Business,2006,2006-10-02,193418,USA
1473,Benjamin,Thomas,MS,Stanford,Computer Science,2005,2005-01-18,116687,USA
1474,James,Walker,MD,Stanford,Business,2014,2014-06-12,114045,USA
1475,Harper,Young,MBA,Harvard,Accounting,2009,2009-02-12,118381,MEXICO
1476,Henry,Mitchell,PHD,ISU,Data Science,2003,2003-06-15,127704,MEXICO
1477,Stella,Baker,MBA,SCU,Engineering,2002,2002-09-17,139614,MEXICO
1478,Chloe,Brown,PHD,MIT,Engineering,2016,2016-01-22,146296,MEXICO
1479,Grace,Lee,PHD,ISU,Data Science,2011,2011-08-15,170522,MEXICO
1480,Ava,Parker,PHD,SCU,Engineering,2008,2008-01-29,177164,SPAIN
1481,Sofia,King,PHD,SCU,Computer Science,2017,2017-04-28,129443,GERMANY
1482,Riley,Garcia,MS,Stanford,Bio Informatics,2014,2014-06-04,171326,FRANCE
1483,Grace,Lopez,MBA,MIT,Engineering,2020,2020-01-09,130499,FRANCE
1484,Riley,King,PHD,SCU,Engineering,2019,2019-10-10,135434,ITALY
1485,Lillian,Rodriguez,MS,Harvard,Accounting,2013,2013-01-18,189090,FRANCE
1486,Lily,Martin,MS,ISU,Computer Science,2018,2018-06-18,152906,CANADA
1487,Aria,Walker,MS,MIT,Computer Science,2020,2020-10-19,138385,SPAIN
1488,Abigail,White,MBA,MIT,Bio Informatics,2017,2017-08-21,156723,UK
1489,Nora,Clark,PHD,MIT,Computer Science,2021,2021-03-15,138466,UK
1490,Violet,Young,PHD,Stanford,Business,2004,2004-02-03,108519,FRANCE
1491,Emily,Clark,MS,Stanford,Business,2014,2014-05-12,158547,MEXICO
1492,James,Baker,PHD,Stanford,Data Science,2022,2022-02-02,160693,FRANCE
1493,Elena,Anderson,MBA,ISU,Computer Science,2003,2003-05-29,156964,MEXICO
1494,Olivia,Brown,PHD,SCU,Computer Science,2009,2009-10-05,145409,USA
1495,Aurora,Walker,MS,SCU,Engineering,2004,2004-06-04,120649,GERMANY
1496,Daniel,Brown,MS,SCU,Engineering,2005,2005-08-22,190235,ITALY
1497,Benjamin,Williams,MS,SCU,Engineering,2021,2021-04-25,150441,USA
1498,Alexander,Clark,PHD,Stanford,Engineering,2012,2012-12-28,122385,ITALY
1499,Zoe,Davis,PHD,MIT,Computer Science,2025,2025-01-02,110263,UK
1500,Jack,Taylor,MBA,Stanford,Engineering,2012,2012-10-28,156905,CANADA
1501,Lucas,Young,MD,MIT,Bio Informatics,2000,2000-03-22,104655,FRANCE
1502,Aiden,Walker,MS,Stanford,Business,2000,2000-07-06,120763,ITALY
1503,Mia,Wilson,MS,SCU,Engineering,2020,2020-05-26,111731,UK
1504,Olivia,Williams,PHD,ISU,Data Science,2021,2021-07-17,113398,GERMANY
1505,Jack,Thompson,PHD,Stanford,Accounting,2020,2020-10-07,190212,CANADA
1506,Hazel,Clark,PHD,SCU,Business,2000,2000-11-26,194106,GERMANY
1507,Logan,Carter,MBA,Stanford,Engineering,2016,2016-09-05,192715,USA
1508,Elijah,Thomas,MBA,SCU,Business,2010,2010-12-25,148409,USA
1509,Elena,Nelson,PHD,Harvard,Engineering,2015,2015-04-08,123619,CANADA
1510,Alexander,Perez,PHD,SCU,Data Science,2022,2022-02-04,135222,ITALY
1511,Elena,Anderson,MD,Stanford,Accounting,2005,2005-08-24,196197,UK
1512,Riley,Gonzalez,MS,Stanford,Engineering,2010,2010-12-16,140755,GERMANY
1513,Michael,Sanchez,PHD,ISU,Data Science,2009,2009-03-18,146646,UK
1514,Lillian,Wilson,MBA,Harvard,Engineering,2015,2015-02-20,191211,UK
1515,Amelia,Martin,PHD,Stanford,Bio Informatics,2011,2011-12-31,192157,ITALY
1516,Benjamin,Allen,MS,SCU,Bio Informatics,2014,2014-06-14,172606,MEXICO
1517,Olivia,Brown,PHD,Harvard,Computer Science,2014,2014-05-22,190016,CANADA
1518,Amelia,Taylor,MD,MIT,Accounting,2009,2009-06-24,178775,GERMANY
1519,Elijah,Robinson,MBA,SCU,Engineering,2014,2014-04-22,119020,USA
1520,Ella,Mitchell,PHD,Harvard,Computer Science,2016,2016-12-13,183885,USA
1521,Daniel,Wright,MS,Harvard,Engineering,2005,2005-10-25,158910,CANADA
1522,Riley,Williams,MS,SCU,Accounting,2000,2000-02-09,126131,UK
1523,Aria,Young,MS,Stanford,Accounting,2002,2002-07-30,136012,CANADA
1524,Zoe,Williams,PHD,MIT,Bio Informatics,2021,2021-05-04,174311,FRANCE
1525,Amelia,Jones,MS,Stanford,Business,2004,2004-11-12,135524,SPAIN
1526,Layla,Flores,PHD,Stanford,Accounting,2012,2012-08-21,183457,CANADA
1527,Mason,Nelson,PHD,ISU,Engineering,2009,2009-11-04,147643,FRANCE
1528,Isabella,Perez,MS,Stanford,Bio Informatics,2018,2018-12-01,188657,GERMANY
1529,Elena,Miller,PHD,SCU,Data Science,2022,2022-06-06,179108,SPAIN
